person_hash,role,age_band,gender,masked_zone
"PER-EA5F1815AB79","victim","36-50","male","Rail and arterial road / KRP-2"
"PER-54B9780BE529","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-66D253121E9A","victim","18-25","female","Airport approach / HBL-2"
"PER-F5FD18D89F03","victim","36-50","female","Residential market / JYN-4"
"PER-BD02AEC2B978","accused","65+","male","Rail and arterial road / KRP-2"
"PER-529794D9C18F","victim","36-50","undisclosed","Outer growth corridor / YLK-1"
"PER-34E8BBA6FE4D","victim","36-50","male","Residential market / JYN-4"
"PER-B4A2A7CCD405","accused","26-35","female","Tech corridor / WFD-4"
"PER-8FA202235A0E","victim","51-65","male","Tech corridor / WFD-4"
"PER-7FFDAEE13BA2","victim","18-25","undisclosed","Tech corridor / WFD-4"
"PER-7CC8DA818908","victim","65+","female","Tech corridor / WFD-4"
"PER-1BD59C3C0BF5","accused","36-50","female","Tech corridor / WFD-4"
"PER-887F400936C0","victim","65+","female","Tech corridor / WFD-4"
"PER-9F59F04CE20B","accused","18-25","female","Residential market / JYN-4"
"PER-1E5E1ADA07F5","victim","65+","male","Tech corridor / WFD-4"
"PER-F0BC318BD423","accused","51-65","female","Rail and arterial road / KRP-2"
"PER-61EF015FBAD8","accused","18-25","female","Outer growth corridor / YLK-1"
"PER-ED3889D067FA","victim","26-35","female","Transit hub / CEN-2"
"PER-7043D68D6961","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-02499F6432D7","victim","65+","female","Commercial mixed use / KRM-6"
"PER-14D0329016A1","victim","18-25","female","Commercial mixed use / KRM-6"
"PER-38A04588E803","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-43B732D4D183","victim","51-65","female","Tech corridor / WFD-4"
"PER-89AE89FA51EC","victim","36-50","undisclosed","Transit hub / CEN-2"
"PER-AADAE7075800","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-834E566D4BA9","victim","26-35","female","Industrial IT belt / ELC-5"
"PER-20D1C6F0A699","victim","36-50","undisclosed","Tech corridor / WFD-4"
"PER-38B260F85E10","victim","51-65","male","Residential market / JYN-4"
"PER-64691072DAB3","victim","36-50","male","Tech corridor / WFD-4"
"PER-397DB89B4F52","victim","51-65","male","Residential market / JYN-4"
"PER-C5214B9C7E05","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-32149342C8F5","accused","18-25","female","Tech corridor / WFD-4"
"PER-4E5F2391466D","victim","65+","female","Night economy / IND-3"
"PER-8E2FAB5817E3","accused","26-35","undisclosed","Tech corridor / WFD-4"
"PER-3D1489CD685A","accused","51-65","male","Night economy / IND-3"
"PER-55F587E11C7F","victim","26-35","male","Transit hub / CEN-2"
"PER-D75937EA557F","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-9AFAB61ABDDB","accused","65+","undisclosed","Metro corridor / BSK-3"
"PER-9AEFAA92BD51","accused","36-50","female","Transit hub / CEN-2"
"PER-5BF507269FF9","victim","18-25","male","Night economy / IND-3"
"PER-F9918C499A54","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-1DC4E491001A","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-E1DD7A719ADC","victim","26-35","male","Airport approach / HBL-2"
"PER-159D7C2612A4","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-239ECEF40C1E","accused","65+","male","Outer growth corridor / YLK-1"
"PER-710E71A6D6C4","accused","26-35","female","Tech corridor / WFD-4"
"PER-2FE28DE8469E","victim","18-25","male","Tech corridor / WFD-4"
"PER-87DA0ED6B5C3","victim","51-65","undisclosed","Commercial mixed use / KRM-6"
"PER-390083BF1282","victim","18-25","female","Outer growth corridor / YLK-1"
"PER-D54857BE612B","victim","18-25","male","Tech corridor / WFD-4"
"PER-EFBDF33C9203","accused","65+","female","Airport approach / HBL-2"
"PER-CCEBBD2C589D","victim","51-65","male","Metro corridor / BSK-3"
"PER-6FEDE7DCE755","victim","65+","female","Tech corridor / WFD-4"
"PER-F4A27CCBA93F","accused","65+","female","Commercial mixed use / KRM-6"
"PER-9E63B11DF394","victim","36-50","female","Tech corridor / WFD-4"
"PER-1565583B99E3","victim","18-25","female","Tech corridor / WFD-4"
"PER-77D13CAA12AF","accused","26-35","male","Transit hub / CEN-2"
"PER-250E1E487483","accused","51-65","male","Tech corridor / WFD-4"
"PER-D33E6CEC5F11","accused","65+","male","Commercial mixed use / KRM-6"
"PER-EEDED8C4DC4F","accused","51-65","male","Tech corridor / WFD-4"
"PER-B846EF7E0367","victim","65+","male","Night economy / IND-3"
"PER-AB8E5D202EAC","victim","36-50","female","Airport approach / HBL-2"
"PER-FD114857CA7A","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-84964567B4F9","accused","51-65","female","Tech corridor / WFD-4"
"PER-4388DABA4B99","victim","36-50","female","Commercial mixed use / KRM-6"
"PER-5EA828A802FC","victim","51-65","undisclosed","Metro corridor / BSK-3"
"PER-0B9C7AF1189C","accused","36-50","male","Residential market / JYN-4"
"PER-ECF91E8E92B1","victim","18-25","male","Tech corridor / WFD-4"
"PER-9737EF816145","victim","65+","female","Tech corridor / WFD-4"
"PER-C412CB970710","victim","51-65","female","Night economy / IND-3"
"PER-BCB7E349B979","victim","36-50","male","Airport approach / HBL-2"
"PER-6F314BE9A6FD","victim","18-25","male","Metro corridor / BSK-3"
"PER-1FA90FE486D2","accused","26-35","male","Residential market / JYN-4"
"PER-2C4C617C1EBD","victim","65+","female","Tech corridor / WFD-4"
"PER-CD2E9B223C71","accused","51-65","female","Outer growth corridor / YLK-1"
"PER-56F2FDFB3C00","accused","65+","female","Industrial IT belt / ELC-5"
"PER-A2E1517E4517","accused","18-25","male","Tech corridor / WFD-4"
"PER-A7739422307E","accused","51-65","female","Night economy / IND-3"
"PER-95452AD3CDBD","accused","26-35","male","Transit hub / CEN-2"
"PER-CD8A72A0C0C6","accused","65+","male","Commercial mixed use / KRM-6"
"PER-4F862FB76560","accused","18-25","male","Tech corridor / WFD-4"
"PER-AA61DFB0AECF","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-03C6227598B0","victim","36-50","male","Residential market / JYN-4"
"PER-C96C5BFF1769","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-C8F4B7D3F944","victim","18-25","female","Transit hub / CEN-2"
"PER-151EA07CF39A","victim","65+","female","Airport approach / HBL-2"
"PER-E71E12C28477","victim","36-50","undisclosed","Industrial IT belt / ELC-5"
"PER-57111CB16A50","accused","65+","male","Tech corridor / WFD-4"
"PER-7EB865F4FD9D","victim","36-50","male","Transit hub / CEN-2"
"PER-9EEB0E11805F","victim","51-65","male","Tech corridor / WFD-4"
"PER-C24AC8214EFC","accused","51-65","female","Commercial mixed use / KRM-6"
"PER-00FB21FC957B","victim","18-25","female","Metro corridor / BSK-3"
"PER-E69D7BE17C51","victim","18-25","male","Transit hub / CEN-2"
"PER-0B0B69D70AC9","victim","65+","undisclosed","Industrial IT belt / ELC-5"
"PER-27DAFBECDA13","victim","36-50","male","Residential market / JYN-4"
"PER-1EF53AC5EC7B","victim","65+","female","Commercial mixed use / KRM-6"
"PER-F0905E4AAE31","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-BE2A43ACAE36","accused","26-35","male","Industrial IT belt / ELC-5"
"PER-06A4C9D33A76","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-947E3878EFF8","victim","36-50","female","Night economy / IND-3"
"PER-290443021352","accused","26-35","male","Transit hub / CEN-2"
"PER-C91C55223A0F","accused","36-50","female","Tech corridor / WFD-4"
"PER-57545E478271","accused","51-65","male","Metro corridor / BSK-3"
"PER-EA16AB45C33A","victim","51-65","female","Airport approach / HBL-2"
"PER-EB7ED4D1D07A","victim","18-25","female","Metro corridor / BSK-3"
"PER-DCC7B5EA2319","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-E399112DD841","victim","65+","female","Airport approach / HBL-2"
"PER-C1BAA1E5CFCF","accused","65+","male","Airport approach / HBL-2"
"PER-ACDA543D340A","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-E047F3DE3A7B","accused","26-35","female","Tech corridor / WFD-4"
"PER-4D6A63435230","accused","65+","male","Tech corridor / WFD-4"
"PER-9C12DA012E36","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-29FFB72D5EF5","accused","65+","female","Industrial IT belt / ELC-5"
"PER-B98B69A6FB40","victim","36-50","female","Transit hub / CEN-2"
"PER-84926DA2414B","accused","18-25","female","Transit hub / CEN-2"
"PER-D58A5DBB4C12","victim","18-25","male","Airport approach / HBL-2"
"PER-B54D32FEC4C1","accused","18-25","female","Night economy / IND-3"
"PER-803602841FB7","victim","51-65","undisclosed","Transit hub / CEN-2"
"PER-343562D18763","accused","26-35","male","Tech corridor / WFD-4"
"PER-5C81DE20A519","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-015A78D2DE14","victim","51-65","male","Transit hub / CEN-2"
"PER-9B27A153053F","victim","51-65","female","Outer growth corridor / YLK-1"
"PER-2E324E0A9C53","victim","26-35","undisclosed","Night economy / IND-3"
"PER-91018549A8EB","victim","36-50","male","Tech corridor / WFD-4"
"PER-72CAD26BF22F","victim","65+","female","Transit hub / CEN-2"
"PER-67FCAC621864","accused","18-25","female","Transit hub / CEN-2"
"PER-7C87256CBCE8","victim","36-50","male","Outer growth corridor / YLK-1"
"PER-F416D06E5333","accused","65+","male","Transit hub / CEN-2"
"PER-095BFEDE709A","accused","65+","female","Rail and arterial road / KRP-2"
"PER-B59A0E7B7D95","victim","51-65","male","Metro corridor / BSK-3"
"PER-2D802CA82EDF","victim","26-35","male","Transit hub / CEN-2"
"PER-33D8F2CEE9DA","accused","36-50","male","Transit hub / CEN-2"
"PER-5FD30391C26A","victim","65+","undisclosed","Night economy / IND-3"
"PER-D6CECB00D73D","victim","26-35","female","Tech corridor / WFD-4"
"PER-D71D674A6E28","victim","65+","male","Tech corridor / WFD-4"
"PER-2366C8FA0D46","victim","65+","male","Tech corridor / WFD-4"
"PER-0D8A08EF7B83","victim","36-50","male","Transit hub / CEN-2"
"PER-98FFE228ADE3","victim","65+","female","Transit hub / CEN-2"
"PER-6C78EEC9BCAA","victim","18-25","female","Metro corridor / BSK-3"
"PER-058998B3975A","accused","18-25","female","Rail and arterial road / KRP-2"
"PER-81C61113F2BF","accused","65+","male","Night economy / IND-3"
"PER-1621C35207DD","accused","26-35","male","Rail and arterial road / KRP-2"
"PER-75647A0EB14F","victim","26-35","male","Rail and arterial road / KRP-2"
"PER-9068FE580620","accused","65+","female","Airport approach / HBL-2"
"PER-17F1C5E2889D","accused","26-35","male","Commercial mixed use / KRM-6"
"PER-C19A94F5D520","victim","51-65","female","Transit hub / CEN-2"
"PER-53AA2114EF89","accused","36-50","female","Metro corridor / BSK-3"
"PER-3BBAA8A7D6E0","victim","51-65","male","Transit hub / CEN-2"
"PER-EBC25AD0BA16","accused","18-25","male","Tech corridor / WFD-4"
"PER-F945A02E7C22","victim","51-65","male","Tech corridor / WFD-4"
"PER-2E2B02D5486F","victim","65+","male","Metro corridor / BSK-3"
"PER-67C5EC5173A8","victim","26-35","male","Transit hub / CEN-2"
"PER-48FFA6C8DED6","victim","65+","male","Airport approach / HBL-2"
"PER-B17B6D8C1956","victim","51-65","female","Transit hub / CEN-2"
"PER-B5BA3292D657","victim","18-25","female","Transit hub / CEN-2"
"PER-0D76EEA42FFB","victim","18-25","female","Night economy / IND-3"
"PER-DAF15EF97312","accused","18-25","female","Metro corridor / BSK-3"
"PER-0AAC24BD9360","victim","65+","male","Transit hub / CEN-2"
"PER-E9DDAF9C3A1D","victim","65+","female","Rail and arterial road / KRP-2"
"PER-B7BA74F6FF89","accused","26-35","male","Outer growth corridor / YLK-1"
"PER-2688DA2276DE","victim","65+","male","Transit hub / CEN-2"
"PER-C2D681AC40D6","accused","65+","female","Residential market / JYN-4"
"PER-ACBBA47BBC29","accused","36-50","female","Outer growth corridor / YLK-1"
"PER-16E94248F134","accused","51-65","female","Metro corridor / BSK-3"
"PER-781A1B9C4E30","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-0BB4086201E5","victim","18-25","male","Transit hub / CEN-2"
"PER-A52DF017CE86","accused","26-35","male","Commercial mixed use / KRM-6"
"PER-E9C3598913D6","accused","51-65","female","Tech corridor / WFD-4"
"PER-A570F8670308","victim","18-25","male","Night economy / IND-3"
"PER-040B7A0D0E40","victim","18-25","female","Industrial IT belt / ELC-5"
"PER-EA59C241B6F0","victim","36-50","female","Night economy / IND-3"
"PER-93558493AD87","victim","18-25","male","Industrial IT belt / ELC-5"
"PER-B582E2A4EBB3","victim","65+","female","Residential market / JYN-4"
"PER-BF8830B4981E","victim","36-50","undisclosed","Metro corridor / BSK-3"
"PER-0912BE059072","accused","36-50","male","Transit hub / CEN-2"
"PER-DF2035610B9B","victim","18-25","male","Transit hub / CEN-2"
"PER-F7D3C8818B8F","victim","18-25","female","Night economy / IND-3"
"PER-3DDC3662A5F2","victim","65+","female","Transit hub / CEN-2"
"PER-8C8C54AC50DE","accused","26-35","male","Residential market / JYN-4"
"PER-86673027A595","victim","18-25","female","Rail and arterial road / KRP-2"
"PER-D71969AE848A","victim","18-25","male","Tech corridor / WFD-4"
"PER-0EF4DE87A08A","accused","26-35","male","Night economy / IND-3"
"PER-3127FFE6F568","accused","18-25","male","Rail and arterial road / KRP-2"
"PER-42B6BA54E099","victim","26-35","male","Night economy / IND-3"
"PER-50A69F65DB99","victim","18-25","female","Night economy / IND-3"
"PER-CB44AF4D1BA5","victim","26-35","female","Residential market / JYN-4"
"PER-06CA956B75C6","victim","36-50","female","Transit hub / CEN-2"
"PER-0356B86801A0","accused","36-50","male","Metro corridor / BSK-3"
"PER-FC5C5FC436B6","victim","26-35","male","Transit hub / CEN-2"
"PER-1A972ABEA640","victim","18-25","female","Rail and arterial road / KRP-2"
"PER-602A94DA4FAD","victim","36-50","male","Transit hub / CEN-2"
"PER-B1A9983AA7F6","victim","36-50","male","Transit hub / CEN-2"
"PER-3947EF02154A","accused","65+","male","Commercial mixed use / KRM-6"
"PER-83B8D9EF1DAD","victim","26-35","male","Tech corridor / WFD-4"
"PER-21370ABC5466","accused","65+","male","Rail and arterial road / KRP-2"
"PER-2B936CE71879","victim","26-35","female","Tech corridor / WFD-4"
"PER-5432230AC0FD","accused","51-65","female","Metro corridor / BSK-3"
"PER-B472AFD29AF5","accused","18-25","male","Commercial mixed use / KRM-6"
"PER-848879A3E994","accused","65+","male","Residential market / JYN-4"
"PER-D99B0FBC5F0B","victim","51-65","female","Industrial IT belt / ELC-5"
"PER-D6C4B546013D","victim","51-65","undisclosed","Tech corridor / WFD-4"
"PER-67557E9DA13D","victim","51-65","female","Outer growth corridor / YLK-1"
"PER-0E58F7C7CF3F","victim","65+","female","Transit hub / CEN-2"
"PER-ADE59685B7FB","victim","18-25","female","Commercial mixed use / KRM-6"
"PER-7CA2AF0F1424","victim","51-65","undisclosed","Outer growth corridor / YLK-1"
"PER-5077F2C0EA75","accused","51-65","male","Transit hub / CEN-2"
"PER-D28204CCEF3F","accused","65+","female","Airport approach / HBL-2"
"PER-6D44D0F7CB8C","accused","18-25","male","Outer growth corridor / YLK-1"
"PER-7B72F6ADAD5F","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-2CF01CD71D2E","accused","51-65","male","Transit hub / CEN-2"
"PER-476F5F2FC813","victim","65+","male","Night economy / IND-3"
"PER-A47C0D3B776B","accused","18-25","undisclosed","Transit hub / CEN-2"
"PER-0AE1D7F5C9F2","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-11457B62D4E5","victim","51-65","male","Night economy / IND-3"
"PER-AEE831740AF9","victim","65+","female","Transit hub / CEN-2"
"PER-888876A7B0A1","victim","65+","female","Outer growth corridor / YLK-1"
"PER-54893752D0BE","accused","36-50","female","Transit hub / CEN-2"
"PER-EE461E688C65","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-50DF1D3C82B6","victim","26-35","male","Rail and arterial road / KRP-2"
"PER-7A2651816A8E","victim","26-35","female","Residential market / JYN-4"
"PER-34A4D691A03A","victim","65+","female","Transit hub / CEN-2"
"PER-F698D56D3413","accused","51-65","male","Industrial IT belt / ELC-5"
"PER-4D0735B8EFA5","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-0C0AEBE28C65","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-72D0A5BD09CE","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-8E34EEF0F3F6","accused","18-25","male","Airport approach / HBL-2"
"PER-BB0BC5383A45","victim","36-50","male","Rail and arterial road / KRP-2"
"PER-8E769E6C3D61","accused","36-50","female","Commercial mixed use / KRM-6"
"PER-A00FAE194576","accused","65+","female","Industrial IT belt / ELC-5"
"PER-C7252F1510A9","accused","36-50","male","Outer growth corridor / YLK-1"
"PER-9916B8CC0B87","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-3917AD6A5410","victim","18-25","male","Industrial IT belt / ELC-5"
"PER-B99DABA33BEE","victim","36-50","male","Transit hub / CEN-2"
"PER-3677732D867E","victim","26-35","female","Transit hub / CEN-2"
"PER-4CEF2940231A","victim","26-35","female","Transit hub / CEN-2"
"PER-E8F0DC796DB6","victim","26-35","male","Transit hub / CEN-2"
"PER-A3C1E94DA34C","victim","36-50","male","Rail and arterial road / KRP-2"
"PER-10590BC18786","victim","65+","male","Residential market / JYN-4"
"PER-0839E9F6EEF6","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-447F6637406D","victim","65+","female","Metro corridor / BSK-3"
"PER-8B215DA9AA97","accused","26-35","male","Transit hub / CEN-2"
"PER-3DBF1855A8EF","accused","18-25","male","Commercial mixed use / KRM-6"
"PER-8284A78CD241","victim","26-35","male","Transit hub / CEN-2"
"PER-3C6C22BDBC18","accused","18-25","male","Rail and arterial road / KRP-2"
"PER-E955F6210E1C","accused","18-25","female","Tech corridor / WFD-4"
"PER-144F0BE17143","victim","51-65","male","Tech corridor / WFD-4"
"PER-597F25224F40","victim","65+","female","Transit hub / CEN-2"
"PER-04A3D6190695","accused","51-65","male","Tech corridor / WFD-4"
"PER-B0CE4AFA9721","victim","36-50","female","Airport approach / HBL-2"
"PER-48B7F5E1D344","victim","36-50","male","Transit hub / CEN-2"
"PER-B3C4AD8E35DA","victim","18-25","male","Airport approach / HBL-2"
"PER-CF67D38A8E2A","victim","36-50","male","Rail and arterial road / KRP-2"
"PER-61E4B6BFB071","victim","65+","male","Airport approach / HBL-2"
"PER-6D550F42A612","victim","65+","female","Transit hub / CEN-2"
"PER-2D2DF87CCF1F","victim","51-65","female","Tech corridor / WFD-4"
"PER-558CD73CD921","victim","26-35","undisclosed","Commercial mixed use / KRM-6"
"PER-AEEB46F7E794","victim","36-50","female","Rail and arterial road / KRP-2"
"PER-15DA1A650B62","victim","18-25","undisclosed","Residential market / JYN-4"
"PER-BDBB3DD2B5C0","accused","51-65","male","Tech corridor / WFD-4"
"PER-481947FAB935","victim","65+","female","Transit hub / CEN-2"
"PER-1FF2EA60A2EB","victim","18-25","male","Transit hub / CEN-2"
"PER-2A1B63BD7A39","accused","18-25","female","Transit hub / CEN-2"
"PER-38A6A9752F3F","victim","18-25","undisclosed","Commercial mixed use / KRM-6"
"PER-C2AAFB734169","accused","26-35","undisclosed","Outer growth corridor / YLK-1"
"PER-195CC6F653EC","victim","51-65","female","Tech corridor / WFD-4"
"PER-AE0228CA869F","victim","51-65","female","Airport approach / HBL-2"
"PER-5D1DA8A8D09E","victim","51-65","undisclosed","Transit hub / CEN-2"
"PER-49A01DA450DE","victim","36-50","female","Transit hub / CEN-2"
"PER-696632846121","accused","51-65","female","Commercial mixed use / KRM-6"
"PER-88FEF54109F1","accused","18-25","male","Commercial mixed use / KRM-6"
"PER-4A40DE860698","victim","65+","female","Residential market / JYN-4"
"PER-F5DD83E1C658","accused","36-50","female","Commercial mixed use / KRM-6"
"PER-895B8174FC9A","victim","18-25","female","Tech corridor / WFD-4"
"PER-CDE9A26DD5C6","victim","36-50","male","Transit hub / CEN-2"
"PER-B64CA45024BB","victim","65+","male","Commercial mixed use / KRM-6"
"PER-B18B7382979D","victim","65+","female","Industrial IT belt / ELC-5"
"PER-E492465E7B98","victim","51-65","male","Metro corridor / BSK-3"
"PER-8A830A103E64","accused","18-25","female","Metro corridor / BSK-3"
"PER-940A19D67CDB","victim","26-35","female","Transit hub / CEN-2"
"PER-DD698140AADE","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-BBEF5C0917A4","accused","65+","male","Night economy / IND-3"
"PER-6F26F5A57A24","accused","18-25","female","Transit hub / CEN-2"
"PER-D62873A3287F","victim","51-65","male","Transit hub / CEN-2"
"PER-3377F2D19B51","accused","51-65","female","Metro corridor / BSK-3"
"PER-716641EB218A","victim","65+","female","Transit hub / CEN-2"
"PER-A8A9CEB83FD4","victim","26-35","female","Night economy / IND-3"
"PER-00522E1D4BC9","accused","65+","male","Commercial mixed use / KRM-6"
"PER-213794D27AE5","victim","26-35","female","Tech corridor / WFD-4"
"PER-632F2D21A964","accused","51-65","male","Transit hub / CEN-2"
"PER-4D7CA7C6AB64","accused","51-65","male","Transit hub / CEN-2"
"PER-F7D7DCD6313C","victim","65+","male","Night economy / IND-3"
"PER-C1058D7815C5","accused","51-65","male","Transit hub / CEN-2"
"PER-5C7840467070","accused","51-65","male","Airport approach / HBL-2"
"PER-B9E055D99AAD","victim","26-35","male","Transit hub / CEN-2"
"PER-84313A45739A","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-F466E8EC6DF7","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-1360F6731976","victim","51-65","male","Airport approach / HBL-2"
"PER-F094EDED7EED","accused","51-65","male","Tech corridor / WFD-4"
"PER-942ADBCC6BAC","victim","65+","female","Industrial IT belt / ELC-5"
"PER-EA5EE29D010B","accused","26-35","male","Tech corridor / WFD-4"
"PER-FC3795FDFB3D","victim","51-65","male","Night economy / IND-3"
"PER-FF2C785001F3","victim","18-25","male","Metro corridor / BSK-3"
"PER-ECF593B24FC4","victim","18-25","male","Industrial IT belt / ELC-5"
"PER-B335712D8C71","accused","65+","female","Night economy / IND-3"
"PER-1635BED238E0","victim","36-50","undisclosed","Rail and arterial road / KRP-2"
"PER-284D47209B89","victim","18-25","male","Airport approach / HBL-2"
"PER-C2143E735AB3","accused","18-25","female","Commercial mixed use / KRM-6"
"PER-8DB6DA9ABE1B","accused","26-35","male","Commercial mixed use / KRM-6"
"PER-45438403D596","accused","65+","female","Outer growth corridor / YLK-1"
"PER-BD28DE8703A4","victim","26-35","female","Transit hub / CEN-2"
"PER-14CB290A414C","victim","51-65","male","Tech corridor / WFD-4"
"PER-A7A3EA9E2C5D","victim","18-25","male","Rail and arterial road / KRP-2"
"PER-C755A2A4A1A9","accused","26-35","female","Metro corridor / BSK-3"
"PER-F420CC33F223","victim","65+","male","Residential market / JYN-4"
"PER-DFEFB1A7D462","accused","36-50","undisclosed","Residential market / JYN-4"
"PER-0FA2746F2948","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-F3B4AE493E43","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-64908C3CB885","victim","51-65","undisclosed","Transit hub / CEN-2"
"PER-91DAD51C2E12","victim","51-65","undisclosed","Tech corridor / WFD-4"
"PER-D617ED4752DD","victim","18-25","female","Night economy / IND-3"
"PER-2ECD520E7389","victim","18-25","male","Industrial IT belt / ELC-5"
"PER-7282DEE65D6A","accused","36-50","male","Outer growth corridor / YLK-1"
"PER-73B5B8B03598","victim","65+","male","Outer growth corridor / YLK-1"
"PER-174E5F0DA4C1","victim","18-25","male","Night economy / IND-3"
"PER-5C8D78AD21AD","accused","26-35","male","Outer growth corridor / YLK-1"
"PER-82F84F638875","victim","51-65","male","Outer growth corridor / YLK-1"
"PER-9660399439B3","accused","65+","male","Commercial mixed use / KRM-6"
"PER-94C1AEF703E5","victim","36-50","female","Night economy / IND-3"
"PER-CE469083012C","accused","51-65","female","Outer growth corridor / YLK-1"
"PER-60731C00D4BB","victim","65+","undisclosed","Commercial mixed use / KRM-6"
"PER-0EBC35D00B5F","victim","51-65","male","Night economy / IND-3"
"PER-448DC9E78531","accused","26-35","female","Transit hub / CEN-2"
"PER-FD34C64BF003","victim","36-50","female","Transit hub / CEN-2"
"PER-E2B590BBCC07","accused","36-50","female","Rail and arterial road / KRP-2"
"PER-ED94A9DBE948","accused","36-50","male","Transit hub / CEN-2"
"PER-2ADC414EB138","accused","51-65","male","Transit hub / CEN-2"
"PER-BE0FBC5319B9","victim","51-65","female","Transit hub / CEN-2"
"PER-F980047BF783","victim","18-25","female","Metro corridor / BSK-3"
"PER-1A7CAC90F6B6","accused","26-35","male","Tech corridor / WFD-4"
"PER-4A5EC5E4948A","victim","51-65","female","Night economy / IND-3"
"PER-83AE23E16E6E","victim","26-35","female","Transit hub / CEN-2"
"PER-1A88D090C404","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-0610A30F4E70","victim","36-50","male","Residential market / JYN-4"
"PER-144BB5C11A14","victim","65+","male","Transit hub / CEN-2"
"PER-9DFCFD4AC532","accused","18-25","male","Tech corridor / WFD-4"
"PER-DF0C600B3329","victim","18-25","male","Residential market / JYN-4"
"PER-84A60D5A6014","victim","26-35","female","Transit hub / CEN-2"
"PER-7D57349C898E","accused","36-50","male","Outer growth corridor / YLK-1"
"PER-77D91ABE2DD6","victim","18-25","male","Tech corridor / WFD-4"
"PER-3929A0E5E5F7","accused","65+","female","Residential market / JYN-4"
"PER-AC37F86E6EE2","victim","36-50","female","Transit hub / CEN-2"
"PER-5446AE78458E","victim","26-35","male","Night economy / IND-3"
"PER-5BBCC592487B","accused","65+","male","Transit hub / CEN-2"
"PER-509E1EC43963","victim","36-50","undisclosed","Transit hub / CEN-2"
"PER-DB8F8772E4F7","victim","18-25","female","Industrial IT belt / ELC-5"
"PER-E749D479B7C8","accused","26-35","male","Metro corridor / BSK-3"
"PER-5CE17C7029D4","accused","18-25","male","Transit hub / CEN-2"
"PER-660E3DDB08E9","victim","51-65","male","Metro corridor / BSK-3"
"PER-12664C7D263C","accused","51-65","female","Airport approach / HBL-2"
"PER-3E755DA38C74","accused","18-25","female","Transit hub / CEN-2"
"PER-69A611724318","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-D3857D6706BE","accused","26-35","male","Transit hub / CEN-2"
"PER-BC2EDC4B4EFF","victim","18-25","male","Airport approach / HBL-2"
"PER-645A68A07E25","victim","26-35","undisclosed","Transit hub / CEN-2"
"PER-E7D1BF8BC87B","victim","51-65","female","Transit hub / CEN-2"
"PER-DD28413191CE","accused","36-50","male","Transit hub / CEN-2"
"PER-35B064EBE6BA","victim","65+","male","Metro corridor / BSK-3"
"PER-C2A579CF7EBA","accused","65+","female","Transit hub / CEN-2"
"PER-2351C292A484","accused","36-50","male","Transit hub / CEN-2"
"PER-AAF4B8AC4FBC","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-B63C7E35F8B2","accused","18-25","female","Transit hub / CEN-2"
"PER-00A834B554F2","victim","26-35","male","Residential market / JYN-4"
"PER-A4BA639C09E4","accused","18-25","undisclosed","Metro corridor / BSK-3"
"PER-58FE6B288CCE","victim","26-35","undisclosed","Transit hub / CEN-2"
"PER-A8AA0EC452B1","accused","65+","male","Night economy / IND-3"
"PER-4E461C77551F","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-92B270D7D0D0","accused","65+","male","Commercial mixed use / KRM-6"
"PER-70CF37F106CA","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-348A8415F81C","victim","65+","male","Transit hub / CEN-2"
"PER-85A61B1F079D","accused","65+","male","Metro corridor / BSK-3"
"PER-6F123709121F","victim","51-65","male","Commercial mixed use / KRM-6"
